DUO_LU_D3_528_L1_1,MV2010_01231_528_L1_1,MV2010_01223_528_L1_1,DUO_LU_D3_528_L1_2,MV2010_01231_528_L1_2,MV2010_01223_528_L1_2,DUO_LU_D3_528_L1_3,MV2010_01231_528_L1_3,MV2010_01223_528_L1_3,DUO_LU_D3_528_L1_4,MV2010_01231_528_L1_4,MV2010_01223_528_L1_4,DUO_LU_D3_528_L1_5,MV2010_01231_528_L1_5,MV2010_01223_528_L1_5,DUO_LU_D3_528_L5_1,MV2010_01231_528_L5_1,MV2010_01223_528_L5_1,DUO_LU_D3_528_L5_2,MV2010_01231_528_L5_2,MV2010_01223_528_L5_2,DUO_LU_D3_528_L5_3,MV2010_01231_528_L5_3,MV2010_01223_528_L5_3
DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0
10243,10060,10076,10257,10141,10098,10249,10184,10159,10252,10030,10024,10260,10063,10029,,,10154,,,10124,,,10135
10245,10058,10075,10252,10138,10097,10253,10189,10163,10251,10026,10019,10256,10065,10029,,,10150,,,10123,,,10131
10243,10060,10080,10247,10136,10100,10246,10188,10165,10252,10025,10023,10253,10060,10033,,,10154,,,10124,,,10128
10246,10059,10075,10250,10134,10097,10246,10183,10164,10255,10024,10025,10253,10061,10032,,,10151,,,10127,,,10131
10241,10057,10075,10248,10137,10093,10250,10189,10166,10253,10025,10023,10255,10061,10030,,,10150,,,10127,,,10129
10245,10060,10073,10243,10137,10101,10247,10186,10158,10257,10025,10022,10253,10063,10028,,,10150,,,10125,,,10133
10246,10059,10075,10247,10139,10095,10247,10189,10167,10257,10025,10026,10256,10060,10029,,,10155,,,10127,,,10128
10248,10059,10076,10248,10136,10094,10249,10184,10168,10252,10026,10019,10255,10061,10028,,,10156,,,10129,,,10135
10248,10058,10076,10247,10135,10098,10246,10189,10163,10258,10021,10023,10260,10059,10033,,,10152,,,10132,,,10129
10246,10058,10074,10250,10132,10091,10248,10186,10167,10258,10021,10020,10255,10057,10031,,,10150,,,10127,,,10128
10246,10058,10074,10250,10135,10090,10248,10186,10163,10260,10021,10022,10256,10060,10030,,,10159,,,10123,,,10131
10244,10055,10070,10252,10132,10093,10249,10189,10166,10254,10023,10023,10257,10059,10030,,,10155,,,10127,,,10129
10254,10055,10077,10252,10130,10091,10250,10186,10163,10251,10022,10024,10257,10060,10028,,,10151,,,10129,,,10129
10252,10054,10070,10250,10130,10097,10249,10186,10170,10256,10022,10016,10257,10063,10029,,,10157,,,10126,,,10131
10248,10053,10071,10247,10132,10093,10248,10185,10160,10251,10023,10020,10250,10060,10030,,,10154,,,10123,,,10136
10250,10054,10071,10247,10129,10097,10249,10185,10165,10256,10023,10017,10257,10061,10035,,,10154,,,10126,,,10129
10251,10053,10072,10248,10132,10086,10253,10185,10173,10256,10024,10019,10253,10057,10032,,,10150,,,10126,,,10132
10248,10049,10071,10250,10133,10091,10248,10186,10169,10254,10019,10022,10252,10061,10030,,,10161,,,10119,,,10129
10249,10049,10066,10248,10129,10091,10248,10188,10168,10256,10016,10020,10252,10060,10026,,,10161,,,10125,,,10125
10246,10051,10072,10249,10133,10092,10253,10190,10169,10254,10019,10021,10252,10063,10032,,,10151,,,10126,,,10128
10249,10048,10071,10249,10126,10090,10253,10187,10170,10251,10020,10019,10252,10059,10030,,,10154,,,10125,,,10127
10251,10049,10076,10251,10128,10090,10253,10189,10170,10255,10016,10014,10256,10061,10032,,,10151,,,10126,,,10129
10253,10048,10070,10245,10127,10092,10251,10186,10176,10250,10018,10016,10252,10059,10033,,,10153,,,10120,,,10131
10249,10045,10065,10250,10135,10087,10255,10188,10172,10256,10016,10016,10261,10059,10031,,,10152,,,10127,,,10132
10249,10050,10072,10248,10128,10093,10255,10187,10169,10255,10014,10014,10251,10059,10032,,,10157,,,10126,,,10132
10251,10049,10072,10253,10129,10087,10248,10191,10168,10255,10013,10011,10252,10059,10035,,,10150,,,10123,,,10137
10250,10052,10065,10250,10128,10085,10253,10187,10169,10254,10013,10013,10251,10061,10032,,,10158,,,10124,,,10127
10245,10047,10069,10260,10125,10087,10252,10190,10172,10252,10012,10012,10250,10059,10034,,,10150,,,10127,,,10129
10252,10045,10071,10252,10129,10087,10257,10189,10170,10251,10009,10012,10254,10059,10033,,,10157,,,10122,,,10126
10252,10048,10067,10253,10125,10086,10253,10190,10173,10257,10008,10012,10259,10060,10032,,,10155,,,10120,,,10126
10244,10044,10064,10247,10125,10085,10253,10191,10175,10260,10009,10013,10252,10063,10034,,,10156,,,10119,,,10131
10247,10046,10071,10249,10121,10085,10253,10189,10172,10259,10011,10009,10254,10061,10031,,,10154,,,10125,,,10130
10244,10044,10064,10241,10122,10088,10252,10191,10176,10254,10011,10004,10250,10061,10026,,,10151,,,10125,,,10131
10250,10043,10069,10247,10121,10081,10250,10194,10172,10255,10009,10009,10253,10062,10029,,,10158,,,10126,,,10130
10241,10043,10066,10246,10121,10087,10251,10191,10176,10255,10007,10007,10254,10057,10032,,,10158,,,10121,,,10135
10246,10039,10064,10247,10121,10083,10249,10189,10170,10260,10010,10003,10256,10056,10035,,,10152,,,10118,,,10135
10248,10039,10067,10250,10121,10085,10255,10194,10170,10256,10009,10008,10256,10060,10031,,,10153,,,10124,,,10132
10244,10039,10062,10251,10117,10082,10258,10195,10176,10256,10007,10010,10255,10062,10027,,,10154,,,10122,,,10133
10243,10039,10066,10253,10123,10079,10262,10192,10175,10253,10007,10007,10249,10061,10028,,,10151,,,10127,,,10130
10243,10037,10065,10250,10122,10078,10255,10195,10177,10258,10007,10009,10249,10061,10030,,,10150,,,10123,,,10127
10246,10036,10064,10251,10124,10077,10257,10198,10175,10257,10007,10004,10251,10062,10029,,,10157,,,10122,,,10135
10241,10035,10067,10248,10121,10082,10253,10194,10177,10257,10005,10006,10248,10061,10031,,,10162,,,10123,,,10136
10245,10039,10060,10246,10120,10077,10253,10195,10175,10259,10004,10001,10246,10063,10029,,,10154,,,10124,,,10137
10241,10039,10068,10246,10117,10076,10253,10197,10172,10254,10004,10002,10248,10063,10031,,,10153,,,10121,,,10129
10246,10036,10062,10249,10119,10078,10255,10197,10172,10255,10005,10005,10250,10059,10037,,,10153,,,10123,,,10131
10242,10036,10067,10252,10119,10078,10254,10195,10177,10249,10005,10008,10249,10061,10034,,,10157,,,10124,,,10135
10239,10037,10061,10253,10116,10078,10253,10195,10173,10254,10005,10005,10245,10058,10029,,,10159,,,10120,,,10133
10243,10037,10072,10249,10115,10075,10249,10195,10177,10252,10005,10006,10246,10061,10028,,,10155,,,10122,,,10130
10245,10037,10069,10249,10117,10076,10248,10199,10174,10251,10003,10001,10246,10054,10035,,,10153,,,10119,,,10131
10245,10041,10071,10245,10114,10077,10249,10193,10177,10254,10004,10001,10250,10059,10029,,,10150,,,10119,,,10131
10246,10033,10067,10252,10114,10078,10249,10198,10178,10255,10004,9999,10246,10058,10038,,,10156,,,10120,,,10133
10244,10035,10065,10251,10118,10078,10246,10194,10177,10252,10001,10000,10248,10061,10031,,,10160,,,10122,,,10133
10246,10034,10067,10248,10113,10074,10255,10192,10174,10257,10002,10003,10249,10063,10029,,,10151,,,10125,,,10129
10247,10039,10068,10250,10111,10076,10251,10194,10177,10254,10004,9995,10251,10060,10029,,,10153,,,10123,,,10131
10247,10033,10069,10250,10115,10080,10251,10195,10180,10251,10002,10000,10255,10057,10023,,,10150,,,10121,,,10128
10250,10035,10067,10255,10110,10076,10253,10193,10181,10252,10003,9999,10246,10061,10032,,,10154,,,10124,,,10131
10243,10036,10062,10249,10111,10073,10248,10201,10184,10252,9999,9994,10252,10060,10026,,,10157,,,10124,,,10130
10246,10037,10064,10253,10118,10073,10252,10196,10178,10254,10001,9999,10255,10060,10032,,,10150,,,10124,,,10134
10246,10034,10071,10251,10114,10075,10252,10197,10180,10249,9995,9995,10252,10059,10034,,,10156,,,10124,,,10132
10244,10035,10064,10249,10113,10070,10252,10200,10174,10243,9997,10003,10254,10060,10032,,,10156,,,10125,,,10135
10247,10035,10060,10250,10111,10072,10248,10199,10176,10245,9995,9999,10258,10056,10031,,,10146,,,10128,,,10132
10246,10035,10060,10246,10110,10071,10248,10197,10179,10244,9997,9997,10251,10056,10034,,,10148,,,10127,,,10132
10250,10037,10066,10249,10111,10074,10250,10199,10174,10252,9993,9996,10253,10062,10030,,,10149,,,10123,,,10133
10250,10034,10064,10249,10111,10069,10252,10199,10182,10250,9995,9995,10254,10059,10031,,,10152,,,10127,,,10134
10244,10036,10068,10253,10107,10072,10250,10201,10177,10252,9997,9995,10254,10060,10029,,,10153,,,10123,,,10133
10250,10034,10061,10248,10109,10071,10245,10202,10179,10247,9993,9996,10257,10061,10025,,,10152,,,10125,,,10134
10248,10035,10066,10256,10108,10069,10253,10202,10181,10247,9995,9996,10252,10061,10027,,,10152,,,10125,,,10137
10242,10030,10067,10251,10110,10072,10250,10203,10181,10249,9995,9992,10257,10060,10027,,,10151,,,10124,,,10126
10249,10028,10065,10246,10105,10069,10249,10204,10178,10253,9993,9999,10258,10059,10024,,,10147,,,10128,,,10132
10248,10029,10065,10248,10104,10071,10250,10203,10181,10248,9993,9995,10255,10059,10024,,,10152,,,10124,,,10139
10251,10031,10063,10250,10104,10069,10254,10201,10178,10249,9990,9995,10255,10057,10029,,,10155,,,10119,,,10131
10255,10035,10068,10258,10105,10068,10252,10203,10177,10248,9993,9993,10259,10057,10029,,,10152,,,10118,,,10134
10251,10029,10068,10254,10101,10069,10248,10203,10180,10256,9992,9991,10255,10061,10026,,,10146,,,10122,,,10134
10253,10031,10069,10250,10105,10066,10248,10202,10184,10249,9991,9989,10257,10061,10026,,,10150,,,10122,,,10132
10249,10027,10065,10247,10104,10068,10248,10202,10187,10251,9992,9994,10255,10063,10027,,,10155,,,10121,,,10133
10245,10030,10069,10254,10101,10070,10247,10206,10185,10247,9991,9988,10258,10060,10028,,,10152,,,10122,,,10138
10248,10029,10071,10246,10104,10071,10251,10203,10181,10247,9992,9987,10255,10062,10028,,,10150,,,10122,,,10132
10247,10034,10066,10250,10102,10068,10243,10205,10179,10248,9990,9989,10257,10063,10025,,,10149,,,10122,,,10131
10255,10032,10070,10253,10104,10070,10252,10207,10182,10249,9987,9989,10261,10062,10035,,,10153,,,10123,,,10137
10251,10025,10076,10256,10101,10069,10251,10206,10183,10251,9987,9988,10261,10060,10030,,,10152,,,10124,,,10138
10254,10026,10066,10251,10101,10064,10247,10206,10182,10255,9987,9991,10257,10057,10032,,,10153,,,10122,,,10138
10253,10033,10072,10247,10102,10065,10251,10205,10180,10256,9993,9990,10256,10061,10026,,,10155,,,10124,,,10137
10249,10032,10071,10251,10102,10066,10245,10206,10182,10251,9988,9986,10257,10060,10029,,,10147,,,10119,,,10132
10249,10029,10063,10247,10103,10065,10249,10211,10181,10249,9986,9984,10259,10060,10030,,,10155,,,10123,,,10135
10248,10027,10069,10246,10101,10067,10248,10209,10180,10247,9990,9983,10256,10063,10027,,,10151,,,10119,,,10138
10250,10029,10072,10249,10101,10064,10247,10209,10180,10253,9986,9980,10262,10061,10030,,,10148,,,10119,,,10138
10250,10030,10071,10249,10097,10068,10245,10207,10180,10252,9985,9985,10260,10057,10030,,,10154,,,10120,,,10131
10249,10026,10066,10248,10099,10065,10249,10203,10180,10253,9985,9984,10266,10060,10033,,,10151,,,10118,,,10132
10249,10029,10067,10244,10102,10065,10245,10207,10177,10263,9986,9978,10258,10058,10032,,,10152,,,10118,,,10131
10251,10028,10069,10248,10099,10060,10245,10207,10180,10253,9984,9986,10263,10060,10035,,,10147,,,10119,,,10137
10252,10032,10072,10247,10099,10061,10244,10209,10182,10255,9989,9980,10260,10063,10032,,,10149,,,10121,,,10134
10250,10032,10069,10251,10100,10065,10243,10207,10181,10256,9986,9982,10258,10057,10031,,,10148,,,10119,,,10136
10248,10029,10070,10249,10093,10067,10249,10205,10183,10255,9981,9989,10255,10061,10030,,,10148,,,10119,,,10129
10248,10033,10072,10246,10094,10063,10248,10207,10191,10251,9983,9984,10257,10059,10033,,,10154,,,10122,,,10137
10248,10031,10067,10243,10096,10065,10245,10210,10186,10259,9985,9983,10261,10057,10034,,,10148,,,10123,,,10130
10252,10030,10076,10250,10096,10064,10251,10209,10186,10254,9983,9981,10262,10060,10034,,,10155,,,10127,,,10136
10247,10029,10076,10247,10096,10061,10247,10207,10185,10258,9982,9983,10258,10058,10032,,,10152,,,10121,,,10133
10252,10027,10077,10245,10099,10067,10252,10209,10182,10257,9982,9983,10258,10059,10029,,,10150,,,10118,,,10131
10254,10029,10075,10251,10092,10065,10253,10209,10188,10258,9981,9986,10256,10057,10029,,,10152,,,10117,,,10138
10248,10026,10069,10247,10090,10067,10249,10209,10183,10254,9981,9983,10256,10055,10033,,,10147,,,10121,,,10136
10249,10024,10076,10244,10091,10067,10251,10209,10188,10254,9980,9982,10261,10058,10036,,,10152,,,10117,,,10135
10247,10029,10073,10244,10093,10061,10254,10205,10190,10253,9983,9983,10256,10058,10033,,,10148,,,10122,,,10132
10248,10026,10071,10247,10092,10066,10252,10209,10188,10253,9981,9980,10254,10061,10031,,,10156,,,10122,,,10135
10251,10028,10073,10246,10092,10059,10253,10209,10186,10257,9978,9981,10257,10063,10031,,,10150,,,10122,,,10135
10242,10026,10072,10245,10095,10066,10252,10212,10189,10260,9981,9987,10259,10057,10031,,,10152,,,10119,,,10132
10244,10026,10074,10250,10093,10060,10249,10216,10187,10258,9981,9982,10257,10058,10029,,,10152,,,10120,,,10139
10247,10026,10079,10249,10093,10061,10248,10211,10188,10259,9977,9981,10252,10060,10030,,,10153,,,10124,,,10129
10243,10030,10075,10248,10093,10060,10247,10215,10187,10256,9983,9977,10249,10058,10034,,,10150,,,10119,,,10136
10241,10031,10074,10245,10092,10065,10249,10209,10182,10254,9975,9982,10254,10061,10030,,,10152,,,10119,,,10134
10244,10031,10081,10242,10091,10059,10248,10213,10184,10250,9975,9977,10249,10058,10028,,,10150,,,10119,,,10135
10243,10027,10072,10241,10089,10060,10244,10210,10179,10255,9976,9978,10253,10058,10033,,,10148,,,10119,,,10132
10246,10033,10070,10244,10091,10061,10254,10215,10181,10255,9975,9978,10252,10062,10032,,,10149,,,10119,,,10137
10248,10029,10073,10243,10091,10061,10253,10215,10191,10253,9977,9975,10253,10062,10028,,,10153,,,10119,,,10134
10246,10031,10075,10249,10087,10061,10254,10215,10189,10256,9972,9978,10257,10064,10036,,,10151,,,10118,,,10133
10248,10031,10076,10248,10087,10062,10252,10215,10189,10257,9975,9977,10259,10057,10030,,,10154,,,10118,,,10128
10250,10033,10077,10251,10086,10059,10252,10216,10185,10256,9975,9973,10261,10059,10027,,,10155,,,10122,,,10111
10251,10030,10073,10245,10086,10059,10250,10211,10190,10256,9975,9976,10259,10061,10027,,,10155,,,10125,,,10022
10246,10031,10076,10249,10090,10063,10251,10214,10191,10253,9974,9974,10257,10061,10035,,,10156,,,10118,,,10114
10251,10031,10075,10246,10088,10056,10249,10214,10189,10256,9977,9977,10259,10060,10030,,,10151,,,10121,,,10034
10250,10029,10079,10246,10089,10062,10249,10217,10192,10255,9969,9973,10255,10055,10031,,,10147,,,10119,,,10127
10253,10032,10076,10246,10089,10059,10250,10215,10187,10256,9971,9968,10256,10062,10029,,,10154,,,10125,,,10132
10254,10034,10078,10249,10086,10057,10249,10214,10185,10254,9971,9974,10255,10063,10026,,,10150,,,10120,,,10122
10257,10036,10079,10246,10088,10059,10251,10209,10185,10257,9970,9980,10258,10058,10028,,,10151,,,10121,,,10131
10249,10035,10080,10246,10087,10065,10252,10218,10185,10255,9973,9973,10257,10061,10029,,,10152,,,10122,,,10127
10247,10034,10084,10251,10087,10058,10246,10215,10186,10252,9968,9973,10256,10057,10029,,,10150,,,10125,,,10126
10250,10031,10086,10254,10085,10056,10249,10216,10192,10251,9971,9974,10260,10063,10040,,,10149,,,10119,,,10129
10250,10030,10087,10249,10087,10058,10255,10216,10193,10253,9970,9973,10256,10057,10033,,,10153,,,10118,,,10131
10249,10033,10084,10252,10087,10058,10253,10215,10188,10253,9972,9971,10258,10062,10030,,,10152,,,10119,,,10127
10250,10036,10083,10250,10085,10056,10250,10214,10187,10255,9975,9970,10256,10061,10032,,,10149,,,10124,,,10129
10252,10033,10088,10254,10085,10059,10247,10215,10187,10253,9969,9970,10250,10061,10031,,,10153,,,10123,,,10132
10253,10031,10088,10247,10087,10060,10244,10216,10189,10252,9973,9975,10251,10059,10028,,,10152,,,10121,,,10131
10251,10035,10087,10249,10087,10060,10246,10216,10193,10250,9969,9968,10252,10057,10030,,,10151,,,10123,,,10126
10250,10033,10086,10250,10085,10055,10247,10217,10189,10250,9969,9970,10253,10059,10034,,,10153,,,10118,,,10131
10249,10031,10083,10252,10087,10054,10250,10215,10191,10248,9966,9972,10252,10063,10035,,,10150,,,10123,,,10136
10245,10034,10084,10251,10087,10061,10245,10218,10192,10246,9967,9970,10257,10060,10034,,,10152,,,10124,,,10126
10252,10035,10086,10246,10088,10056,10247,10215,10189,10251,9964,9974,10251,10063,10034,,,10152,,,10122,,,10131
10253,10035,10087,10250,10081,10058,10253,10217,10187,10256,9968,9972,10255,10059,10033,,,10148,,,10125,,,10128
10254,10033,10087,10250,10084,10059,10251,10215,10193,10254,9969,9969,10254,10063,10033,,,10155,,,10124,,,10133
10253,10031,10089,10253,10081,10058,10252,10221,10192,10253,9969,9972,10254,10061,10035,,,10147,,,10121,,,10133
10250,10034,10086,10248,10084,10058,10252,10225,10187,10254,9967,9970,10259,10062,10026,,,10153,,,10122,,,10130
10250,10039,10087,10245,10090,10057,10250,10224,10189,10250,9967,9972,10256,10061,10029,,,10153,,,10122,,,10132
10247,10038,10090,10247,10083,10056,10254,10223,10185,10251,9963,9977,10253,10059,10033,,,10153,,,10124,,,10132
10247,10035,10090,10245,10085,10059,10254,10220,10188,10253,9969,9973,10254,10061,10032,,,10158,,,10123,,,10130
10247,10034,10091,10248,10080,10053,10252,10221,10188,10254,9965,9970,10257,10061,10028,,,10153,,,10124,,,10130
10249,10036,10092,10250,10083,10053,10251,10222,10182,10252,9967,9966,10251,10059,10031,,,10149,,,10122,,,10128
10246,10039,10092,10251,10080,10053,10252,10226,10189,10248,9961,9971,10248,10058,10031,,,10149,,,10126,,,10127
10245,10037,10089,10249,10086,10057,10252,10224,10195,10242,9963,9965,10251,10060,10032,,,10152,,,10123,,,10133
10247,10040,10096,10248,10081,10053,10257,10220,10193,10243,9963,9968,10251,10063,10031,,,10154,,,10123,,,10126
10248,10041,10091,10249,10079,10056,10255,10224,10189,10241,9965,9963,10253,10060,10035,,,10151,,,10121,,,10132
10248,10036,10090,10249,10082,10057,10249,10226,10191,10247,9961,9971,10259,10060,10033,,,10151,,,10124,,,10130
10244,10039,10094,10250,10081,10056,10250,10224,10190,10253,9959,9967,10259,10062,10032,,,10151,,,10122,,,10131
10247,10041,10094,10253,10082,10054,10249,10225,10185,10250,9960,9968,10257,10063,10028,,,10149,,,10122,,,10130
10250,10039,10091,10253,10083,10054,10246,10221,10185,10252,9962,9967,10255,10063,10034,,,10151,,,10117,,,10132
10253,10044,10095,10252,10081,10057,10255,10225,10193,10255,9959,9967,10255,10062,10036,,,10151,,,10123,,,10135
10246,10041,10097,10249,10083,10057,10247,10226,10190,10251,9963,9967,10254,10065,10033,,,10149,,,10123,,,10138
10252,10041,10097,10248,10083,10056,10244,10225,10193,10252,9961,9962,10254,10061,10035,,,10151,,,10124,,,10135
10248,10043,10100,10247,10085,10056,10248,10222,10189,10248,9958,9969,10259,10062,10031,,,10146,,,10127,,,10134
10245,10043,10095,10252,10081,10048,10249,10221,10189,10249,9961,9971,10250,10063,10035,,,10151,,,10124,,,10131
10243,10048,10097,10254,10082,10056,10251,10226,10192,10252,9962,9966,10252,10065,10033,,,10152,,,10124,,,10126
10245,10039,10096,10259,10077,10054,10247,10221,10187,10255,9961,9965,10253,10064,10035,,,10152,,,10120,,,10131
10246,10041,10096,10256,10085,10056,10251,10227,10190,10254,9962,9968,10256,10059,10032,,,10153,,,10122,,,10132
10247,10045,10098,10257,10079,10057,10253,10226,10189,10256,9962,9968,10259,10065,10032,,,10153,,,10121,,,10129
10247,10042,10098,10251,10082,10054,10252,10225,10188,10251,9962,9969,10258,10060,10031,,,10148,,,10119,,,10130
10244,10042,10099,10253,10078,10051,10249,10228,10187,10253,9961,9965,10256,10060,10033,,,10149,,,10120,,,10130
10245,10047,10101,10254,10079,10050,10249,10223,10189,10250,9958,9964,10256,10060,10032,,,10159,,,10121,,,10127
10250,10049,10099,10250,10081,10053,10249,10224,10187,10255,9959,9962,10253,10064,10033,,,10156,,,10116,,,10135
10247,10045,10101,10253,10082,10052,10253,10226,10190,10254,9957,9961,10258,10066,10038,,,10152,,,10117,,,10133
10241,10049,10104,10253,10084,10057,10252,10221,10190,10255,9960,9968,10256,10067,10034,,,10151,,,10123,,,10133
10244,10051,10106,10252,10084,10057,10249,10225,10188,10249,9959,9963,10252,10056,10037,,,10149,,,10127,,,10130
10241,10047,10104,10248,10081,10049,10247,10224,10193,10251,9957,9961,10256,10068,10033,,,10155,,,10124,,,10127
10245,10050,10107,10253,10081,10054,10252,10226,10195,10245,9960,9963,10258,10063,10034,,,10155,,,10126,,,10133
10242,10049,10108,10253,10082,10057,10249,10225,10187,10246,9957,9960,10262,10063,10029,,,10151,,,10119,,,10133
10245,10051,10105,10247,10083,10053,10250,10223,10195,10247,9955,9965,10265,10063,10034,,,10153,,,10126,,,10132
10246,10053,10105,10246,10083,10057,10252,10224,10189,10245,9959,9963,10260,10064,10030,,,10152,,,10126,,,10138
10246,10050,10104,10243,10082,10055,10248,10226,10191,10245,9956,9965,10258,10060,10034,,,10149,,,10123,,,10131
10254,10047,10106,10246,10080,10057,10251,10226,10194,10253,9957,9966,10257,10063,10034,,,10152,,,10121,,,10127
10247,10057,10102,10244,10083,10057,10249,10225,10192,10249,9953,9962,10260,10062,10035,,,10154,,,10127,,,10133
10250,10052,10108,10247,10082,10055,10245,10224,10195,10247,9953,9964,10252,10065,10034,,,10149,,,10121,,,10135
10251,10051,10108,10244,10081,10053,10247,10225,10194,10248,9954,9960,10254,10060,10030,,,10154,,,10125,,,10134
10243,10055,10107,10246,10084,10053,10249,10224,10196,10249,9956,9962,10254,10066,10026,,,10151,,,10121,,,10133
10254,10051,10103,10247,10077,10055,10253,10225,10193,10251,9954,9963,10253,10061,10036,,,10153,,,10125,,,10132
10247,10056,10107,10247,10083,10050,10249,10229,10191,10249,9954,9959,10250,10063,10028,,,10152,,,10128,,,10129
10245,10058,10111,10251,10079,10053,10248,10227,10189,10250,9952,9966,10255,10061,10033,,,10156,,,10122,,,10129
10249,10057,10114,10250,10082,10050,10246,10233,10190,10248,9952,9961,10260,10064,10036,,,10151,,,10127,,,10130
10244,10056,10109,10248,10082,10055,10255,10228,10194,10251,9951,9958,10251,10061,10030,,,10150,,,10124,,,10131
10246,10056,10115,10244,10081,10052,10253,10232,10192,10254,9953,9959,10251,10063,10031,,,10151,,,10126,,,10132
10246,10057,10111,10245,10081,10052,10256,10226,10191,10250,9951,9959,10258,10065,10037,,,10153,,,10125,,,10132
10249,10058,10112,10247,10084,10049,10252,10226,10194,10249,9952,9957,10253,10065,10034,,,10150,,,10119,,,10129
10244,10058,10114,10246,10080,10058,10253,10229,10193,10241,9957,9961,10251,10064,10036,,,10157,,,10117,,,10131
10242,10061,10116,10250,10081,10048,10252,10229,10197,10251,9954,9958,10252,10063,10035,,,10154,,,10121,,,10130
10245,10059,10115,10253,10079,10056,10255,10229,10189,10249,9954,9959,10253,10064,10040,,,10155,,,10121,,,10135
10245,10059,10114,10249,10078,10048,10248,10229,10194,10252,9957,9961,10255,10063,10040,,,10152,,,10126,,,10125
10245,10060,10118,10253,10079,10054,10250,10227,10192,10246,9955,9959,10253,10060,10033,,,10155,,,10122,,,10132
10245,10064,10115,10249,10080,10049,10247,10229,10197,10246,9955,9959,10254,10067,10036,,,10156,,,10118,,,10132
10248,10063,10117,10248,10081,10055,10247,10227,10193,10246,9956,9955,10254,10068,10035,,,10150,,,10116,,,10129
10243,10062,10112,10248,10079,10056,10247,10228,10188,10248,9952,9957,10260,10067,10038,,,10158,,,10118,,,10134
10241,10064,10116,10247,10079,10054,10251,10231,10193,10248,9949,9957,10253,10063,10037,,,10155,,,10121,,,10135
10249,10066,10118,10254,10081,10055,10253,10228,10197,10246,9954,9959,10252,10063,10036,,,10153,,,10121,,,10136
10245,10064,10115,10247,10079,10057,10255,10226,10190,10241,9952,9957,10256,10063,10033,,,10150,,,10120,,,10131
10247,10064,10118,10251,10079,10052,10248,10231,10192,10246,9951,9953,10254,10063,10036,,,10154,,,10124,,,10134
10247,10063,10114,10251,10079,10048,10245,10229,10197,10248,9951,9962,10255,10065,10038,,,10155,,,10123,,,10138
10250,10065,10115,10250,10079,10052,10250,10229,10193,10242,9953,9956,10253,10066,10037,,,10150,,,10120,,,10137
10245,10065,10115,10249,10082,10052,10244,10232,10195,10246,9947,9950,10250,10063,10034,,,10149,,,10124,,,10131
10247,10064,10113,10252,10083,10049,10248,10233,10191,10244,9951,9959,10254,10064,10028,,,10150,,,10117,,,10129
10244,10065,10118,10249,10080,10052,10250,10229,10195,10250,9950,9960,10252,10064,10035,,,10150,,,10118,,,10129
10244,10068,10117,10248,10079,10051,10254,10230,10197,10249,9949,9957,10252,10064,10039,,,10150,,,10121,,,10138
10247,10067,10122,10247,10079,10055,10255,10229,10190,10249,9949,9956,10250,10065,10035,,,10147,,,10115,,,10135
10251,10069,10117,10252,10075,10048,10246,10232,10194,10248,9951,9961,10253,10064,10038,,,10149,,,10119,,,10128
10244,10073,10115,10251,10076,10045,10246,10232,10189,10244,9948,9954,10250,10069,10036,,,10153,,,10122,,,10133
10248,10072,10124,10248,10078,10050,10251,10229,10192,10249,9943,9959,10258,10065,10041,,,10149,,,10118,,,10135
10249,10073,10121,10253,10077,10052,10249,10233,10191,10247,9948,9954,10257,10063,10037,,,10149,,,10119,,,10134
10243,10072,10118,10249,10079,10051,10247,10229,10190,10252,9947,9955,10253,10063,10038,,,10146,,,10118,,,10136
10248,10073,10116,10253,10072,10044,10247,10232,10191,10251,9944,9958,10255,10062,10036,,,10148,,,10120,,,10131
10247,10070,10119,10247,10074,10051,10243,10228,10192,10253,9943,9957,10247,10064,10042,,,10152,,,10121,,,10134
10249,10072,10119,10253,10075,10050,10247,10233,10197,10249,9946,9954,10253,10064,10037,,,10148,,,10122,,,10133
10241,10077,10118,10251,10072,10051,10248,10231,10195,10252,9944,9954,10253,10063,10036,,,10154,,,10118,,,10133
10245,10075,10120,10254,10073,10049,10251,10230,10192,10253,9942,9954,10254,10064,10036,,,10155,,,10118,,,10132
10247,10075,10122,10253,10075,10051,10248,10229,10190,10250,9942,9956,10253,10065,10037,,,10147,,,10116,,,10133
10248,10075,10121,10255,10073,10050,10249,10232,10191,10249,9946,9953,10255,10057,10035,,,10147,,,10125,,,10133
10245,10077,10120,10255,10072,10053,10254,10229,10191,10253,9947,9953,10250,10060,10037,,,10148,,,10116,,,10135
10247,10078,10116,10252,10074,10047,10253,10232,10194,10249,9943,9955,10252,10063,10038,,,10146,,,10123,,,10136
10246,10080,10118,10247,10074,10052,10254,10231,10188,10248,9945,9950,10254,10066,10038,,,10148,,,10115,,,10127
10243,10081,10117,10250,10075,10052,10252,10231,10198,10249,9945,9957,10254,10065,10036,,,10149,,,10122,,,10129
